Series Name,Series Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,51195,51192,50963,50525,49931,49214,48358,47381,46397,45534,44883,44490,44320,44311,44328,44272,44143,43942,43708,43455,43205,42960,42728,42482,42199,41866,41479,41041,40641,40354,40259,40379,40697,41135,41617,42074,42475,42854,43221,43614,44074,44599,45165,45746,46324,46857,47339,47778,48185,48599,49016,49447,49887,50331,50774,51203,51625,52045,52441,..
"Population, total",SP.POP.TOTL,St. Lucia,LCA,89697,90716,91891,93211,94636,96134,97715,99365,101035,102597,104015,105247,106310,107320,108391,109627,111067,112685,114400,116136,117822,119430,120988,122564,124292,126244,128449,130856,133367,135788,138020,139995,141760,143409,145083,146870,148834,150913,153021,154995,156729,158179,159392,160530,161816,163417,165381,167639,170011,172221,174085,175544,176646,177513,178296,179126,180024,180955,181889,..
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,3893,3989,4076,4183,4308,4468,4685,4920,5193,5459,5712,5944,6156,6368,6607,6881,7246,7718,8190,8557,8771,8678,8369,8294,9061,11061,14559,19275,24378,28722,31520,32449,31811,30200,28484,27321,26849,26909,27392,28116,28935,29853,30910,32053,33186,34248,35237,36137,36885,37377,37582,37446,37009,36453,36015,35858,36065,36560,37264,..
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,80977,82169,83237,84198,85111,86011,86903,87777,88662,89568,90509,91491,92513,93571,94614,95662,96692,97701,98697,99649,100566,101437,102256,103032,103779,104506,105217,105906,106532,107071,107484,107776,107950,108033,108053,108035,107976,107895,107801,107758,107784,107896,108097,108326,108512,108614,108603,108518,108393,108287,108255,108316,108435,108622,108861,109148,109459,109827,110210,..
"Population, total",SP.POP.TOTL,Sudan,SDN,7544491,7769482,8004121,8248812,8503994,8770097,9047798,9337657,9639840,9954410,10281700,10621472,10974622,11343926,11732958,12144135,12578407,13034625,13510421,14002303,14507468,15027248,15562125,16107620,16657959,17210187,17757491,18303435,18867560,19476647,20147590,20891441,21696244,22527834,23338464,24094747,24782383,25413917,26015521,26626520,27275015,27971082,28704778,29460519,30214193,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,..
"Population, total",SP.POP.TOTL,Suriname,SUR,287871,295916,303895,311947,320270,328936,338158,347660,356550,363575,367931,369236,367907,364915,361667,359226,357953,357659,358099,358818,359519,360143,360920,362276,364733,368638,374140,381037,388881,397085,405168,413005,420655,428030,435105,441851,448213,454161,459831,465385,470949,476579,482235,487942,493679,499464,505295,511181,517123,523111,529131,535179,541245,547291,553273,559143,564888,570496,575991,..
"Population, total",SP.POP.TOTL,Sweden,SWE,7484656,7519998,7561588,7604328,7661354,7733853,7807797,7867931,7912273,7968072,8042801,8098334,8122300,8136312,8159955,8192437,8222286,8251540,8275599,8293678,8310531,8320503,8325263,8329033,8336605,8350386,8369829,8397804,8436489,8492964,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,..
"Population, total",SP.POP.TOTL,Switzerland,CHE,5327827,5434294,5573815,5694247,5789228,5856472,5918002,5991785,6067714,6136387,6180877,6213399,6260956,6307347,6341405,6338632,6302504,6281174,6281738,6294365,6319408,6354074,6391309,6418773,6441865,6470365,6504124,6545106,6593386,6646912,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8513227,..
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,4573512,4721896,4875422,5034646,5200336,5373137,5553246,5740710,5935860,6139048,6350541,6570857,6800141,7037851,7283177,7535714,7794662,8060649,8336418,8625690,8930774,9252851,9590227,9938847,10293049,10648632,11004272,11360852,11719071,12080444,12446171,12815401,13187663,13565072,13950476,14345492,14754142,15175316,15599591,16013985,16410848,16766561,17084632,17415214,17827825,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,..
"Population, total",SP.POP.TOTL,Tajikistan,TJK,2087049,2159134,2236574,2318248,2402477,2487976,2574511,2662253,2750928,2840262,2930107,3020413,3111282,3203029,3296103,3390941,3487652,3586515,3688419,3794451,3905446,4020821,4140295,4265274,4397562,4537822,4687325,4844002,5001169,5149874,5283814,5400630,5502494,5593315,5679167,5764810,5851355,5938405,6027388,6119661,6216341,6318513,6426867,6541547,6662389,6789321,6922587,7062672,7209930,7364753,7527394,7697510,7874835,8059769,8252833,8454028,8663579,8880268,9100837,..
"Population, total",SP.POP.TOTL,Tanzania,TZA,10052152,10346697,10651962,10968195,11295681,11634832,11985440,12348189,12725522,13120580,13535481,13971695,14428340,14902263,15388936,15885229,16390159,16905214,17432757,17976222,18538259,19120680,19723322,20344547,20981776,21633796,22296286,22971200,23670808,24411738,25203845,26056594,26961197,27887203,28792639,29649135,30444526,31192857,31924196,32682239,33499180,34385856,35334788,36337782,37379767,38450320,39548663,40681414,41853944,43073834,44346525,45673338,47052481,48482266,49959822,51482633,53050790,54663906,56318348,..
"Population, total",SP.POP.TOTL,Thailand,THA,27397207,28224187,29080938,29966865,30881138,31822660,32789130,33778799,34791409,35827092,36884536,37963278,39058603,40159582,41252324,42326312,43377271,44405904,45413080,46401754,47374472,48326274,49255900,50173924,51094868,52026901,52980094,53945881,54891520,55772169,56558186,57232465,57811021,58337773,58875269,59467274,60130186,60846582,61585103,62298571,62952642,63539196,64069087,64549866,64995299,65416189,65812536,66182067,66530984,66866839,67195028,67518382,67835957,68144501,68438730,68714511,68971331,69209858,69428524,..
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,474532,482854,491571,500647,510034,519686,529327,538909,548825,559626,571565,585251,600192,614253,624555,629227,627251,619816,610054,602358,599905,603842,613238,626675,641844,657053,671752,686471,701809,718741,737814,759527,783198,806860,827825,844334,855362,861866,866530,873136,884366,901214,922694,947108,971893,995135,1016432,1036392,1055431,1074277,1093523,1113151,1132994,1153295,1174331,1196302,1219288,1243261,1267972,..
"Population, total",SP.POP.TOTL,Togo,TGO,1580513,1597526,1612755,1631764,1662073,1708630,1774029,1855442,1945780,2034907,2115522,2185662,2247582,2303345,2356622,2410446,2464423,2518457,2576292,2642696,2720839,2812307,2915620,3026973,3140846,3252994,3363042,3471739,3577468,3678567,3774312,3862992,3945905,4029053,4120616,4226291,4348805,4485951,4632446,4780448,4924402,5062567,5197031,5330639,5467766,5611640,5762880,5920359,6083420,6250835,6421679,6595943,6773807,6954721,7137997,7323158,7509952,7698475,7889094,..
"Population, total",SP.POP.TOTL,Tonga,TON,61577,63715,66235,68981,71741,74345,76771,79029,81079,82855,84351,85499,86323,86962,87582,88318,89234,90273,91335,92268,92971,93409,93641,93729,93788,93896,94088,94321,94591,94851,95069,95246,95399,95557,95739,95976,96273,96619,97032,97482,97973,98487,99022,99589,100218,100905,101706,102581,103379,103890,103986,103562,102737,101768,101028,100781,101133,101998,103197,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,847979,864818,879441,891944,902613,911737,919217,925235,930795,937186,945360,955741,968136,982010,996493,1010936,1025107,1039212,1053558,1068640,1084744,1101983,1120020,1138071,1155074,1170285,1183381,1194541,1204153,1212857,1221116,1229103,1236683,1243616,1249520,1254200,1257549,1259848,1261695,1263933,1267153,1271632,1277213,1283559,1290123,1296502,1302561,1308451,1314443,1320930,1328147,1336178,1344817,1353700,1362342,1370328,1377564,1384072,1389858,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,4178236,4238142,4305481,4380068,4461114,4547941,4641000,4740511,4845219,4953390,5063809,5176295,5291338,5409343,5530975,5656914,5786478,5919965,6060151,6210756,6374039,6551231,6740529,6937331,7135270,7329594,7517858,7700736,7880332,8060210,8242496,8427857,8613861,8795932,8967916,9125398,9267340,9395123,9509857,9613588,9708350,9793903,9871251,9945277,10022277,10106771,10201214,10304726,10414433,10525694,10635244,10741880,10847002,10952951,11063201,11179949,11303946,11433443,11565204,..
"Population, total",SP.POP.TOTL,Turkey,TUR,27472345,28146910,28832827,29531365,30244261,30972994,31717507,32477992,33256464,34055390,34876303,35720599,36587261,37472336,38370283,39277258,40189567,41108297,42039992,42994041,43975971,44988414,46025411,47073472,48114155,49133937,50128541,51100924,52053765,52992487,53921760,54840590,55748948,56653804,57564204,58486456,59423282,60372568,61329676,62287397,63240194,64192243,65145367,66089402,67010930,67903469,68756810,69581848,70418604,71321399,72326988,73443863,74653016,75928564,77231907,78529409,79821724,81101892,82319724,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,1603258,1658362,1715408,1773853,1833064,1892599,1952141,2011764,2071790,2132802,2195175,2258965,2324015,2390216,2457384,2525364,2594313,2664258,2734895,2805819,2876808,2947779,3019066,3091513,3166221,3244018,3324458,3407321,3493895,3585868,3683967,3789185,3899843,4010789,4115102,4207841,4287346,4355116,4413479,4466135,4516133,4564083,4610005,4655743,4703401,4754646,4810109,4870141,4935767,5007954,5087213,5174085,5267900,5366375,5466328,5565287,5662372,5757669,5850908,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,5824,5874,5884,5870,5848,5823,5791,5764,5744,5773,5841,5971,6157,6381,6606,6827,7015,7198,7385,7613,7888,8235,8654,9104,9556,9970,10357,10724,11093,11548,12111,12811,13632,14526,15407,16216,16926,17567,18232,19065,20164,21573,23232,25011,26700,28180,29391,30385,31202,31934,32660,33377,34066,34731,35369,35981,36559,37115,37665,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,5323,5335,5340,5343,5356,5386,5438,5511,5597,5670,5735,5766,5790,5822,5905,6060,6323,6650,7014,7358,7637,7827,7956,8041,8115,8219,8336,8485,8637,8779,8913,9026,9112,9194,9252,9298,9323,9323,9332,9346,9394,9484,9596,9726,9869,10000,10120,10221,10314,10424,10530,10633,10739,10857,10972,11099,11225,11370,11508,..
"Population, total",SP.POP.TOTL,Uganda,UGA,6767095,6983818,7215796,7461634,7719104,7986066,8263439,8550443,8841153,9127857,9405600,9671860,9929636,10186455,10453037,10737403,11042974,11368615,11712530,12071145,12442334,12825082,13221991,13638729,14082875,14559355,15070302,15612754,16180124,16763042,17354392,17953531,18561674,19175988,19793541,20413152,21032821,21655398,22290780,22952410,23650172,24388968,25167257,25980552,26821297,27684585,28571475,29486338,30431736,31411096,32428167,33476919,34559168,35695246,36912148,38225453,39647506,41162465,42723139,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,42664652,43206345,43752230,44288608,44796964,45264548,45684979,46063228,46411810,46749283,47088857,47435010,47783005,48125842,48452626,48755665,49032729,49287127,49523314,49747989,49965874,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51892000,52000470,52150266,52179210,51921041,51512299,51057189,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831135,44622516,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,92418,100796,112118,125130,138039,149857,159976,169771,182627,203106,234514,277471,330974,394624,467451,548301,637922,735344,835508,931749,1019509,1096610,1164806,1228459,1293971,1366164,1446380,1533536,1627066,1725681,1828432,1937153,2052891,2173139,2294385,2415090,2539126,2671362,2813214,2966034,3134062,3302719,3478777,3711932,4068570,4588225,5300174,6168838,7089487,7917372,8549988,8946777,9141596,9197910,9214175,9262900,9360980,9487203,9630959,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,52400000,52800000,53250000,53650000,54000000,54348050,54648500,54943600,55211700,55441750,55663250,55896223,56086065,56194527,56229974,56225800,56211968,56193492,56196504,56246951,56314216,56333829,56313641,56332848,56422072,56550268,56681396,56802050,56928327,57076711,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,..
"Population, total",SP.POP.TOTL,United States,USA,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309321666,311556874,313830990,315993715,318301008,320635163,322941311,324985539,326687501,..
"Population, total",SP.POP.TOTL,Uruguay,URY,2538643,2571681,2603882,2635126,2665388,2694536,2722875,2750086,2774759,2795042,2809793,2818281,2821461,2822117,2824095,2830176,2841372,2856958,2875728,2895688,2915389,2934613,2953852,2973036,2992246,3011519,3030649,3049581,3068705,3088595,3109601,3131660,3154464,3177745,3201151,3224281,3247381,3270164,3291053,3308012,3319736,3325473,3326040,3323668,3321476,3321803,3325401,3331749,3340221,3349676,3359275,3368934,3378974,3389439,3400434,3412009,3424132,3436646,3449299,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,8526300,8813616,9113620,9428906,9762816,10116870,10493436,10889509,11294672,11694847,12080317,12446443,12796980,13140797,13491117,13857478,14242769,14643875,15057224,15476922,15898757,16321696,16747426,17177664,17615040,18061284,18515578,18976417,19443887,19918119,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32955400,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,63689,65705,67794,69946,72115,74270,76395,78499,80657,82927,85377,88010,90809,93747,96774,99859,103006,106200,109405,112549,115597,118541,121395,124209,127049,129984,132995,136079,139315,142794,146573,150716,155170,159744,164129,168158,171722,174921,177987,181265,184972,189219,193920,198959,204127,209282,214370,219472,224704,230247,236211,242653,249499,256635,263888,271130,278330,285510,292680,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,8141841,8439261,8742777,9052635,9369096,9692278,10022592,10359745,10702291,11048262,11396393,11745945,12097694,12453718,12816955,13189509,13572208,13964379,14364727,14771271,15182611,15597886,16017573,16443134,16876703,17319520,17772001,18232730,18698847,19166471,19632665,20096317,20557683,21016901,21474549,21931084,22385650,22837743,23288564,23739841,24192446,24646472,25100408,25551624,25996594,26432447,26850194,27247610,27635832,28031009,28439940,28888369,29362449,29783571,30045134,30081829,29846179,29390409,28870195,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,32670039,33666110,34683407,35721217,36779999,37858951,38958048,40072948,41193601,42307146,43404793,44484035,45548479,46603525,47657561,48718189,49785282,50861162,51959015,53095408,54281846,55522803,56814306,58148384,59512619,60896721,62293856,63701972,65120439,66550234,67988862,69436954,70883481,72300308,73651218,74910461,76068743,77133214,78115710,79035871,79910412,80742499,81534407,82301656,83062821,83832661,84617540,85419591,86243413,87092252,87967651,88871561,89802487,90753472,91714595,92677076,93638724,94596642,95540395,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,32500,34300,35000,39800,40800,43500,46200,49100,55700,60300,63476,70937,76319,84121,89941,94484,96166,93203,95929,96183,99636,99853,100068,100348,100600,100760,100842,100901,100952,101041,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108510,108506,108467,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510,107268,106977,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1978248,2068845,2163591,2262676,2366298,2474666,2587997,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,5315355,5393036,5473671,5556766,5641597,5727751,5816247,5907874,6001852,6097035,6193384,6290365,6390574,6500816,6629999,6784695,6967941,7178675,7414158,7669694,7941898,8231910,8541605,8869370,9213084,9572175,9941109,10322043,10730862,11189177,11709993,12302124,12954155,13634076,14297613,14913315,15469274,15975668,16450310,16921149,17409072,17918373,18443691,18985000,19540098,20107409,20687646,21282515,21892146,22516460,23154855,23807588,24473178,25147109,25823485,26497889,27168210,27834821,28498687,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,3070776,3164329,3260650,3360104,3463213,3570464,3681955,3797873,3918872,4045740,4179067,4319224,4466174,4619546,4778724,4943283,5112823,5287548,5468262,5656139,5851825,6055366,6265864,6481916,6701540,6923149,7146969,7372837,7598275,7820205,8036845,8246656,8451347,8656486,8869740,9096607,9339733,9597609,9866476,10140561,10415944,10692193,10971698,11256743,11550642,11856247,12173514,12502958,12848530,13215139,13605984,14023193,14465121,14926504,15399753,15879361,16363507,16853688,17351822,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,3776681,3905034,4039201,4178726,4322861,4471177,4623351,4779827,4941906,5111337,5289303,5476982,5673911,5877726,6085074,6293875,6502569,6712827,6929664,7160023,7408624,7675591,7958241,8254747,8562249,8877489,9200149,9527203,9849125,10153852,10432421,10680995,10900502,11092766,11261744,11410714,11541217,11653242,11747072,11822719,11881477,11923914,11954290,11982224,12019912,12076699,12155491,12255922,12379549,12526968,12697723,12894316,13115131,13350356,13586681,13814629,14030390,14236745,14439018,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,26.9293174743652,33.0157508850098,42.4,45.2371215820313,42.7,43.2220189082037,69.1,70.1534805297852,89.5,71.5,97.7,97.7,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.3,98.7419738769531,98.8847045898438,99.0760803222656,98.7646604654583,99.5809707641602,99.8770523071289,99.9430694580078,99.992317199707,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,25.0732555389404,26.145881652832,27.194372177124,28.2168846130371,29.2239036560059,37.5,31.245735168457,32.2876853942871,33.3684196472168,34.6,35.6707878112793,36.8786849975586,32,42,40.6245269775391,41.88623046875,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,97.9119415283203,98.0101089477539,92.2,100,100,100,98.3518218994141,98.4822311401367,94.5520140336941,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.5110634674458,96.1091842651367,96.3805694580078,96.6278228759766,96.8490905761719,97.0548706054688,97.2587203979492,97.4742202758789,97.7149276733398,98.82,99.3411865234375,99.6030960083008,99.5784072875977,100,99.8235778808594,99.9668807983398,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.9,100,98,99.2359161376953,99.2819519042969,99.8,99.3065795898438,99.3092193603516,99.3235092163086,99.3630065917969,99.8,99.8926162719727,99.9785232543945,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,99.2768707275391,99.2905883789063,99.3052062988281,100,100,100,100,100,100,91.6603980031457,100,100,100,100,100,100,100,100,100,93.3562921509542,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97,98.9082224496759,98.6345138549805,100,99.0234756469727,99.1842269897461,99.3189849853516,99.5,99.5556106567383,99.6846008300781,99.8388061523438,99.9399871826172,99.9,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,96.065547,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.29,12.0085296630859,14.5696516036987,17.8,19.6982364654541,22.2675094604492,22.4,27.4195728302002,29.9983425140381,32,35.1376876831055,37.6884078979492,40.2199211120605,40.6,44.23,50.5251024590164,46.5,52.6142120361328,55.115047454834,55.26,59.6,62.874813079834,61.5,62.4,73.174201965332,75.92,88,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,99.9967346191406,99.9777984619141,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,70.3152618408203,71.4193267822266,72.5252075195313,73.6338119506836,74.7460327148438,75.8627777099609,76.9839935302734,78.1057052612305,79,80.3309478759766,81.4246139526367,82.4990768432617,83.5494079589844,84.5737533569336,90.9885308574549,86.5895385742188,87.6081085205078,88.6518936157227,89.9172243747798,91.6817359855335,92.0405044555664,93.2502365112305,94.4861450195313,91.8,97.0015869140625,98.2651214599609,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.5,16.7558822631836,18.0730686187744,19.3907623291016,20.7040348052979,21.9,23.2975997924805,24.5680370330811,25.814338684082,27.0346622467041,27.9,29.4423980712891,30.6569480895996,31.8967113494873,34.2,36.9,38.4,37.2789535522461,34.1,40.1601715087891,41.6182327270508,43.0777473449707,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.15,40.1065483093262,44.0667114257813,41.1,51.9244918823242,59.8081116441343,59.6906890869141,71.8,67.4491806030273,71.3594665527344,73.2829108748978,81.7524795532227,91.5,87.4326095581055,91.5261993408203,95.6460571289063,99.7746353149414,97.7,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.2070121765137,58.556941986084,59.9070243835449,61.2580108642578,64.1,63.9663200378418,71,67.330431,71.2,70.929888,69.963045,69.258539,63.996855,72.3,76.1041641235352,68.288209,76.211281,80.156567,84.674991,86.765597,87.9120101928711,88.335943,90.387375,89.505686,90.038729,91.522822,91.8,91.8,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,99.4,98.5,100,100,100,99.3872769868445,99.7,100,100,100,99.705780546902,100,100,100,100,100,100,..,..
